0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,50
11,50
12,50
13,50
14,50
15,50
16,50
17,50
18,50
19,50
20,50
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,50
32,50
33,50
34,50
35,50
36,50
37,50
38,50
39,50
40,50
41,50
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,50
52,50
53,50
54,50
55,50
56,50
57,50
58,50
59,50
60,50
61,50
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,50
72,50
73,50
74,50
75,50
76,50
77,50
78,50
79,50
80,50
81,50
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,50
92,50
93,50
94,50
95,50
96,50
97,50
98,50
99,50
100,50
